 11    0.072052 1.875E-30 4.668E-12.09460.391 1922.82900.730.002760          0 1 0          0 1 0  4  2  2        5  1  5      734253837294713152     9.0   11.0
 11    0.400571 2.528E-28 1.084E-09.08890.434 1907.61570.71-.002270          0 1 0          0 1 0  4  2  3        3  3  0      534263807294713152    27.0   21.0
 11    0.741682 4.451E-25 2.016E-09.09000.385  446.51070.78-.000880          0 0 0          0 0 0  6  1  6        5  2  3      767322807283662144    39.0   33.0
 11    0.895095 3.802E-28 8.780E-09.08330.412 2129.59910.710.000510          0 1 0          0 1 0  5  3  2        4  4  1      534223807294713152    33.0   27.0
 11    2.261696 1.240E-26 1.964E-07.09660.434 1819.33510.74-.003240          0 1 0          0 1 0  4  1  4        3  2  1      764223837294713152    27.0   21.0
 11    3.210927 1.520E-27 4.571E-07.08010.391 2126.40760.690.000060          0 1 0          0 1 0  4  4  0        5  3  3      534223807294713152     9.0   11.0
 11    4.002634 1.421E-26 1.465E-06.09950.434 1739.48370.740.003420          0 1 0          0 1 0  2  2  0        3  1  3      764223837294713152     5.0    7.0
 11    4.020885 3.590E-30 1.729E-06.07640.371 3864.96610.650.001360          0 2 0          0 2 0  5  4  1        6  3  4      534253837294713152    33.0   39.0
 11    4.330046 6.083E-30 3.944E-07.04590.315 3526.62750.56-.006200          0 1 0          0 1 0  8  8  1        9  7  2      534243837294713152    51.0   57.0
 11    4.332647 2.030E-30 3.951E-07.04590.315 3526.62490.56-.006200          0 1 0          0 1 0  8  8  0        9  7  3      534243837294713152    17.0   19.0
 11    4.571447 4.846E-30 2.083E-06.09250.412 3495.93920.730.000520          0 2 0          0 2 0  3  3  1        4  2  2      534253807294713152     7.0    9.0
 11    4.657031 1.177E-28 5.497E-07.04290.221 3080.17870.440.016300          0 0 0          0 0 0 14  6  9       15  3 12      534446837260713049    87.0   93.0
 11    4.920787 1.845E-30 2.819E-06.08400.391 3868.87300.710.001560          0 2 0          0 2 0  6  3  3        5  4  2      534253837294713152    13.0   11.0
 11    5.914661 1.207E-29 1.143E-06.03780.208 3437.27720.390.014210          0 0 0          0 0 0 15  6 10       16  3 13      434443807260713049    31.0   33.0
 11    6.114566 7.734E-23 3.606E-06.09920.519  136.16390.77-.002690          0 0 0          0 0 0  3  1  3        2  2  0      766421807283662144     7.0    5.0
 11    6.570344 1.701E-30 4.409E-06.09950.456 3789.96940.74-.003420          1 0 0          1 0 0  3  1  3        2  2  0      534263807294713152     7.0    5.0
 11    6.975443 1.659E-27 3.370E-06.07310.371 2399.16550.68-.002590          0 1 0          0 1 0  5  5  1        6  4  2      734223837294713152    11.0   13.0
 11    7.761594 6.168E-27 4.638E-06.07140.371 2398.38150.66-.002310          0 1 0          0 1 0  5  5  0        6  4  3      634223837294713152    33.0   39.0
 11    8.253715 2.711E-28 2.476E-06.05400.221 2872.58050.54-.005150          0 0 0          0 0 0 14  4 10       15  3 13      534426807260713049    29.0   31.0
 11    8.364485 7.472E-31 8.957E-06.07260.352 4259.87640.650.000000          0 2 0          0 2 0  9  2  8        8  3  5      5333308387659336 0    19.0   17.0
 11    8.473859 5.244E-30 9.414E-06.09950.456 3887.11420.74-.003420          0 0 1          0 0 1  3  1  3        2  2  0      534263837294713152    21.0   15.0
 11    8.671072 5.991E-28 3.235E-06.04920.235 2739.42860.490.017860          0 0 0          0 0 0 13  6  8       14  3 11      534426807260713049    27.0   29.0
 11    8.769325 7.029E-29 4.010E-06.05340.333 3101.14220.60-.005640          0 1 0          0 1 0  7  7  1        8  6  2      534243807294713152    15.0   17.0
 11    8.787789 2.118E-28 4.036E-06.05330.333 3101.12380.59-.005610          0 1 0          0 1 0  7  7  0        8  6  3      634243837294713152    45.0   51.0
 11    8.944491 3.361E-30 1.485E-05.07330.352 4188.39430.67-.004000          0 2 0          0 2 0  6  5  2        7  4  3      534223837294713152    39.0   45.0
 11    9.795592 1.794E-27 7.053E-06.06250.352 2724.16700.64-.004460          0 1 0          0 1 0  6  6  1        7  5  2      534223807294713152    39.0   45.0
 11    9.921500 6.136E-28 7.328E-06.06200.352 2724.04140.63-.004350          0 1 0          0 1 0  6  6  0        7  5  3      634223837294713152    13.0   15.0
 11   10.714936 2.553E-24 6.177E-06.06830.295 1282.91910.68-.019000          0 0 0          0 0 0 10  2  9        9  3  6      765321837262663020    63.0   57.0
